#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2012-11-21T04:58:33 [V1.91 (20-Jun-2012)]
#   In case of problem, please report to:   question@simbad.u-strasbg.fr
#
#
#Coosys J2000:  eq_FK5 J2000
#INFO   votable-version=1.91 (20-Jun-2012)  
#INFO   -ref=VIZ50ac5f124423    
#INFO   -out.max=unlimited  
#INFO   queryParameters=27  
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/505/117&tab:{J/A+A/505/117/stars}&key:source=J/A+A/505/117&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/505/117/stars
#-order=I
#-out=NGC
#-out=ID
#-out=Bmag
#-out=Vmag
#-out=Icmag
#-out=Kmag
#-out=RV11
#-out=RV13
#-out=Teff
#-out=[FeI/H]
#-out=e_[FeI/H]
#-out=[O/Fe]
#-out=e_[O/Fe]
#-out=l_[Na/Fe]
#-out=[Na/Fe]
#-out=e_[Na/Fe]
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_35050117
#Name: J/A+A/505/117
#Title: Abundances of red giants in 15 globular clusters (Carretta+, 2009)
#Table  J_A_A_505_117_stars:
#Name: J/A+A/505/117/stars
#Title: ID, positions, magnitudes, RVs, atmospheric parameters and abundances for stars in 15 GCs {\em(tables 2, 3 and 6 of paper)}
#Column NGC (I4)    NGC number  [ucd=meta.id.parent]
#Column ID  (I7)    Star ID [ucd=meta.id;meta.main]
#Column Bmag    (F6.3)  Johnson B magnitude [ucd=phot.mag;em.opt.B]
#Column Vmag    (F6.3)  Johnson V magnitude [ucd=phot.mag;em.opt.V]
#Column Icmag   (F6.3)  ? Cousins I magnitude   [ucd=phot.mag;em.opt.I]
#Column Kmag    (F6.3)  ? 2MASS K magnitude [ucd=phot.mag;em.IR.K]
#Column RV11    (F7.2)  ? RV in grating HR11    [ucd=spect.dopplerVeloc;pos.heliocentric]
#Column RV13    (F7.2)  ? RV in grating HR13    [ucd=spect.dopplerVeloc;pos.heliocentric]
#Column Teff    (I4)    Effective temperature   [ucd=phys.temperature.effective]
#Column [FeI/H] (F6.3)  ? [FeI/H] abundance [ucd=phys.abund]
#Column e_[FeI/H]   (F6.3)  ? rms uncertainty on [FeI/H]    [ucd=stat.error;phys.abund]
#Column [O/Fe]  (F6.3)  ? [O/Fe] abundance  [ucd=phys.abund]
#Column e_[O/Fe]    (F6.3)  ? rms uncertainty on [Na/Fe]    [ucd=stat.error;phys.abund]
#Column l_[Na/Fe]   (A1)    Limit flag on [Na/Fe]   [ucd=meta.code.error;phys.abund]
#Column [Na/Fe] (F6.3)  ? [Na/Fe] abundance [ucd=phys.abund]
#Column e_[Na/Fe]   (F6.3)  ? rms uncertainty on [Na/Fe]    [ucd=stat.error;phys.abund]
#Column RAJ2000 (A12)   Right ascension (J2000.0)   [ucd=pos.eq.ra;meta.main]
#Column DEJ2000 (A12)   Declination (J2000.0)   [ucd=pos.eq.dec;meta.main]
NGC;ID;Bmag;Vmag;Icmag;Kmag;RV11;RV13;Teff;[FeI/H];e_[FeI/H];[O/Fe];e_[O/Fe];l_[Na/Fe];[Na/Fe];e_[Na/Fe];RAJ2000;DEJ2000
6254;  28947; 0.000;13.894;12.546;10.731;  65.38;  65.27;4708;-1.567; 0.127;-0.146; 9.999;<; 0.413; 0.124;16 57 07.173;-04 07 04.30
6254;  28949; 0.000;13.904;12.653;10.767;       ;  84.83;4961;-1.590; 0.100; 0.447; 0.012; ;      ; 9.999;16 57 11.271;-04 05 50.72
6254;  28954; 0.000;13.916;12.561;10.754;       ;  82.45;4713;-1.507; 0.137; 0.372; 0.049; ;-0.008; 0.195;16 57 11.629;-04 04 25.92
6254;  28958; 0.000;13.941;12.695;10.813;       ;  78.72;4724;-1.634; 0.125; 0.309; 0.107; ; 0.183; 0.048;16 57 10.840;-04 05 23.00
6254;  28960; 0.000;13.951;12.628;10.826;  80.08;       ;4727;-1.573; 0.169;      ; 9.999; ; 0.073; 0.065;16 57 06.313;-04 06 12.00
6254;  28967; 0.000;13.975;12.665;10.899;       ;  69.62;4741;-1.629; 0.179;-0.493; 9.999;<; 0.664; 0.036;16 56 58.661;-04 07 28.73
6254;  28970; 0.000;13.999;12.678;10.870;  73.28;  73.00;4735;-1.591; 0.131; 0.089; 0.055;<; 0.407; 0.061;16 57 07.756;-04 04 43.30
6254;  28974; 0.000;14.016;12.662;10.866;       ;  85.63;4735;-1.568; 0.128; 0.351; 0.054; ; 0.226; 9.999;16 57 08.659;-04 06 31.70
6254;  28979; 0.000;14.048;12.762;11.025;  70.77;  70.19;4765;-1.605; 0.104;-0.284; 9.999; ; 0.560; 0.067;16 57 04.772;-04 03 34.09
6254;  28981; 0.000;14.050;12.695;10.921;  78.55;       ;4745;-1.526; 0.178;      ; 9.999; ; 0.101; 0.054;16 57 18.766;-04 05 19.38
6254;  29001; 0.000;14.154;12.841;11.069;  72.42;       ;4774;-1.550; 0.149;      ; 9.999; ;-0.020; 0.062;16 57 07.962;-04 07 39.20
6254;  29003; 0.000;14.156;12.836;11.044;  73.45;  73.31;4769;-1.630; 0.168;-0.065; 0.154;<; 0.526; 0.143;16 57 29.940;-04 02 43.70
6254;  29005; 0.000;14.166;12.828;11.013;  69.64;  69.31;4763;-1.559; 0.088; 0.534; 0.082; ;-0.098; 0.160;16 57 08.986;-04 11 15.65
6254;  29008; 0.000;14.187;12.929;11.222;       ;  69.35;4803;-1.520; 0.112;-0.189; 9.999;<; 0.346; 0.028;16 56 59.950;-04 04 39.30
6254;  29023; 0.000;14.277;12.945;11.133;  90.21;  85.02;4786;-1.592; 0.186; 0.235; 9.999;<; 0.165; 0.169;16 57 11.384;-04 08 09.05
6254;  29027; 0.000;14.309;13.021;11.304;       ;  76.44;4819;-1.533; 0.133; 0.474; 0.128; ;-0.095; 9.999;16 57 05.819;-04 05 16.01
6254;  29029; 0.000;14.317;13.071;11.403;  76.58;  76.05;4838;-1.587; 0.119; 0.055; 9.999; ; 0.347; 0.047;16 57 02.259;-04 04 36.99
6254;  29039; 0.000;14.374;13.081;11.344;  75.12;  75.15;4826;-1.548; 0.127;-0.012; 0.032;<; 0.347; 0.062;16 57 03.649;-04 12 48.26
6254;  29043; 0.000;14.410;13.099;11.344;  75.06;       ;4826;-1.580; 0.133;      ; 9.999; ; 0.150; 0.059;16 57 18.543;-04 05 50.44
6254;  29045; 0.000;14.431;13.227;11.427;       ;  71.94;4842;-1.560; 0.139;-0.192; 9.999; ; 0.685; 0.090;16 57 12.127;-04 06 45.21
6254;  29047; 0.000;14.437;13.124;11.374;  72.03;  71.66;4832;-1.642; 0.068; 0.492; 0.107; ;-0.282; 0.020;16 57 12.493;-04 08 37.72
6254;  29048; 0.000;14.440;13.143;11.389;  63.24;       ;4835;-1.597; 0.072;      ; 9.999; ;-0.293; 9.999;16 57 18.902;-04 06 44.34
6254;  29052; 0.000;14.475;13.254;11.554;       ;  75.65;4867;-1.484; 0.140; 0.378; 0.062; ;-0.054; 0.051;16 56 51.167;-04 02 53.29
6254;  29056; 0.000;14.503;13.229;11.515;  83.64;       ;4859;-1.642; 0.070;      ; 9.999; ; 0.542; 0.021;16 57 12.375;-04 04 23.54
6254;  29062; 0.000;14.550;13.282;11.576;  78.00;       ;4871;-1.581; 0.146;      ; 9.999; ; 0.170; 0.038;16 57 04.719;-04 07 24.43
6254;  29067; 0.000;14.574;13.312;11.635;  78.06;  77.27;4883;-1.633; 0.137; 0.503; 9.999; ;-0.248; 0.128;16 57 09.460;-04 07 09.50
6254;  29073; 0.000;14.593;13.397;11.766;  71.31;       ;4909;-1.593; 0.154;      ; 9.999; ; 0.408; 0.001;16 56 57.835;-04 04 30.68
6254;  29074; 0.000;14.592;13.328;11.635;  75.26;       ;4883;-1.599; 0.108;      ; 9.999; ; 0.696; 0.098;16 57 00.790;-04 08 46.72
6254;  29075; 0.000;14.597;13.377;11.731;  69.76;  69.97;4902;-1.529; 0.142; 0.093; 9.999;<; 0.070; 0.105;16 57 07.539;-04 00 09.72
6254;  29078; 0.000;14.607;13.374;11.706;  76.98;  76.40;4897;-1.615; 0.140; 0.373; 0.107; ;-0.044; 0.128;16 56 58.983;-04 07 13.24
6254;  29079; 0.000;14.618;13.313;11.556;  70.76;       ;4867;-1.568; 0.168;      ; 9.999; ; 0.343; 0.041;16 57 15.129;-04 08 06.65
6254;  29082; 0.000;14.654;13.441;11.788;  81.40;       ;4914;-1.647; 0.146;      ; 9.999; ; 0.513; 0.150;16 56 54.362;-04 03 51.06
6254;  29086; 0.000;14.684;13.464;11.819;  81.00;       ;4920;-1.555; 0.205;      ; 9.999; ; 0.229; 0.129;16 56 51.349;-04 06 19.01
6254;  29091; 0.000;14.693;13.471;11.755;  76.93;  76.36;4907;-1.595; 0.141; 0.069; 9.999; ; 0.401; 0.031;16 57 10.800;-04 03 31.78
6254;  29095; 0.000;14.717;13.451;11.761;  75.14;       ;4908;-1.542; 0.107;      ; 9.999; ;-0.109; 0.040;16 57 11.580;-04 10 23.30
6254;  29096; 0.000;14.724;13.524;11.899;  68.82;       ;4937;-1.545; 0.187;      ; 9.999; ;-0.100; 0.047;16 56 46.606;-04 02 27.48
6254;  29100; 0.000;14.731;13.519;11.802;  64.99;       ;4917;-1.544; 0.181;      ; 9.999; ; 0.075; 0.037;16 57 10.717;-04 05 21.10
6254;  29102; 0.000;14.741;13.542;11.948;  71.35;  70.98;4947;-1.631; 0.078; 0.322; 9.999;<;-0.066; 0.077;16 56 59.959;-04 10 11.20
6254;  29103; 0.000;14.741;13.497;11.812;       ;  68.52;4919;-1.638; 0.118; 0.240; 9.999; ;      ; 9.999;16 56 53.516;-04 06 31.95
6254;  29104; 0.000;14.749;13.532;11.877;       ;  77.77;4932;-1.553; 0.118; 0.332; 0.069; ; 0.011; 0.153;16 56 50.841;-04 06 26.71
6254;  29109; 0.000;14.773;13.563;11.895;  75.34;  74.95;4936;-1.527; 0.191; 0.240; 0.110;<; 0.228; 0.150;16 57 06.484;-04 04 43.94
6254;  29113; 0.000;14.778;13.500;11.819;  69.56;  69.62;4920;-1.617; 0.154; 0.315; 9.999; ;-0.201; 0.042;16 57 07.990;-04 08 58.70
6254;  29115; 0.000;14.790;13.525;11.868;  76.99;  76.88;4930;-1.613; 0.108; 0.227; 9.999;<;-0.107; 0.158;16 57 06.980;-04 09 37.57
6254;  29116; 0.000;14.790;13.514;11.808;  71.24;  70.23;4918;-1.595; 0.098; 0.116; 9.999;<; 0.201; 0.100;16 57 25.346;-04 04 31.87
6254;  29117; 0.000;14.792;13.522;11.826;  72.70;  72.04;4922;-1.623; 0.115; 0.480; 0.023; ;-0.336; 9.999;16 57 37.682;-04 07 49.39
6254;  29118; 0.000;14.795;13.537;11.825;  74.06;  73.34;4921;-1.565; 0.185; 0.175; 0.165; ; 0.442; 0.154;16 57 36.549;-04 00 11.17
6254;  29121; 0.000;14.801;13.574;11.900;  74.46;  74.16;4937;-1.500; 0.177; 0.099; 9.999; ; 0.228; 0.072;16 56 58.080;-04 05 29.79
6254;  29125; 0.000;14.812;13.568;11.904;  71.36;  71.17;4938;-1.446; 0.213; 0.165; 0.057; ;-0.043; 0.130;16 57 06.470;-04 06 24.66
6254;  29126; 0.000;14.820;13.578;11.905;  68.16;       ;4938;-1.555; 0.172;      ; 9.999; ; 0.656; 0.010;16 57 10.428;-04 05 00.54
6254;  29127; 0.000;14.821;13.572;11.877;  76.01;  75.82;4932;-1.640; 0.095; 0.330; 9.999;<;-0.137; 0.168;16 57 11.805;-04 06 22.71
6254;  29128; 0.000;14.822;13.546;11.861;       ;  71.95;4929;-1.621; 0.134; 0.311; 0.145; ;      ; 9.999;16 57 15.831;-04 03 47.07
6254;  29129; 0.000;14.828;13.582;11.945;       ;  85.70;4946;-1.504; 0.132; 0.455; 0.116; ; 0.323; 9.999;16 57 08.965;-04 03 53.29
6254;  29133; 0.000;14.840;13.561;11.856;  77.90;       ;4928;-1.518; 0.127;      ; 9.999; ;-0.519; 9.999;16 57 28.584;-04 09 29.11
6254;  29134; 0.000;14.844;13.603;11.935;  75.03;  74.87;4944;-1.614; 0.116; 0.262; 9.999;<; 0.116; 0.152;16 56 40.399;-04 09 16.92
6254;  29144; 0.000;14.879;13.596;11.874;  71.21;  71.23;4932;-1.624; 0.163; 0.107; 0.126; ;-0.064; 0.075;16 57 14.264;-04 07 10.16
6254;  29145; 0.000;14.890;13.685;12.002;  77.72;       ;4959;-1.499; 0.124;      ; 9.999; ;-0.229; 0.168;16 57 03.158;-04 04 57.00
6254;  29146; 0.000;14.895;13.643;11.967;  75.91;  75.88;4951;-1.462; 0.124; 0.448; 9.999; ;-0.208; 0.039;16 57 06.203;-04 10 15.74
6254;  29149; 0.000;14.907;13.695;12.073;       ;  77.63;4974;-1.591; 0.115; 0.220; 9.999;<;      ; 9.999;16 57 03.898;-04 05 27.71
6254;  29152; 0.000;14.915;13.667;12.025;  73.13;  72.40;4964;-1.644; 0.094; 0.215; 9.999;<; 0.325; 0.094;16 57 25.654;-04 03 37.45
6254;  29163; 0.000;14.975;13.706;12.039;  71.36;  70.44;4967;-1.507; 0.112; 0.100; 9.999;<; 0.206; 0.019;16 57 16.817;-04 05 59.09
6254;  29168; 0.000;15.009;13.736;12.030;  75.45;  74.63;4965;-1.540; 0.157; 0.024; 9.999;<; 0.353; 0.064;16 57 15.938;-04 08 15.58
6254;  29182; 0.000;15.065;13.812;12.091;       ;  70.45;4978;-1.543; 0.165;-0.090; 9.999;<;      ; 9.999;16 57 16.060;-04 02 27.98
6254;  29188; 0.000;15.125;13.898;12.327;  80.40;  80.20;5032;-1.466; 0.115; 0.560; 9.999;<;-0.096; 0.020;16 57 07.412;-04 06 27.56
6254;  29189; 0.000;15.130;13.958;12.391;  71.75;       ;5048;-1.564; 0.111;      ; 9.999; ; 0.361; 0.007;16 57 01.839;-04 04 51.82
6254;  29212; 0.000;15.308;14.088;12.525;  65.92;       ;5081;-1.530; 0.191;      ; 9.999; ; 0.353; 0.017;16 57 09.362;-04 06 41.09
6254;  29215; 0.000;15.336;14.138;12.537;  76.84;  76.45;5084;-1.508; 0.186; 0.306; 9.999;<; 0.020; 0.138;16 57 43.393;-04 00 30.49
6254;  29273; 0.000;15.703;14.505;12.881;       ;  73.05;5179;-1.629; 0.158; 0.442; 9.999; ;      ; 9.999;16 57 11.039;-04 07 36.87
6388;  80026;18.329;16.832;      ;13.366;  90.09;       ;4576;-0.366; 0.106;      ; 9.999; ; 0.309; 0.102;17 35 53.405;-44 45 56.50
6388;  80826;18.469;17.064;      ;13.745;  96.08;  96.21;4712;-0.365; 0.195; 0.249; 0.069; ; 0.216; 0.241;17 35 27.234;-44 45 09.86
6388;  80944;19.061;17.701;      ;14.457;  87.43;  87.14;4991;-0.295; 0.142; 0.188; 0.147; ; 0.175; 0.140;17 35 48.542;-44 45 03.28
6388;  83078;18.139;16.701;      ;13.210;  83.75;  83.92;4522;-0.505; 0.179; 0.140; 0.040; ; 0.103; 0.323;17 35 45.688;-44 43 01.60
6388;  83168;17.562;15.793;      ;11.541;  80.08;       ;4046;-0.380; 0.053;      ; 9.999; ; 0.418; 0.133;17 35 53.715;-44 42 56.02
6388;  84845;19.106;17.717;      ;14.212;  74.69;  74.48;4892;-0.366; 0.134;-0.105; 0.028;<; 0.663; 0.167;17 35 51.031;-44 41 09.72
6388;  85358;17.180;15.279;      ;10.680;  92.52;       ;3869;-0.266; 0.092;      ; 9.999; ; 0.846; 0.120;17 35 50.017;-44 40 37.59
6388;  87023;18.291;16.701;      ;12.676;       ;  67.78;4351;-0.379; 0.175; 0.370; 0.022; ; 0.068; 0.026;17 35 28.673;-44 38 47.67
6388;  93781;18.842;17.541;      ;14.539;  80.57;       ;5026;-0.301; 0.079;      ; 9.999; ; 0.350; 0.062;17 36 28.818;-44 47 51.92
6388;  94686;18.981;17.620;      ;      ;  78.97;  78.89;4788;-0.397; 0.106;      ; 9.999; ; 0.463; 0.181;17 36 40.429;-44 47 15.70
6388;  94799;18.029;16.574;      ;12.934;  79.05;  79.22;4432;-0.352; 0.087; 0.040; 0.006; ; 0.266; 0.275;17 36 03.891;-44 47 11.91
6388;  95145;17.955;16.480;      ;12.756;  77.09;  74.61;4376;-0.376; 0.202; 0.007; 0.000; ; 0.383; 0.151;17 36 05.951;-44 46 59.07
6388;  95172;18.429;17.053;      ;13.622;  67.54;  67.62;4667;-0.371; 0.172;-0.134; 0.085; ; 0.528; 0.188;17 36 21.158;-44 46 58.03
6388;  96154;18.876;17.556;      ;14.408;  74.73;  74.59;4971;-0.271; 0.165; 0.290; 0.000; ; 0.041; 0.168;17 36 21.660;-44 46 27.16
6388;  97218;17.613;15.985;      ;11.931;  82.94;  83.16;4142;-0.481; 0.190;-0.315; 0.000; ; 0.771; 0.223;17 36 29.758;-44 45 57.70
6388; 101131;17.257;15.379;      ;10.608;       ;  74.79;3856;-0.330; 0.104;-0.514; 0.077; ; 0.709; 0.060;17 36 02.227;-44 44 32.75
6388; 102685;18.423;16.944;      ;13.195;  83.46;  83.57;4517;-0.620; 0.163; 0.111; 0.056; ; 0.001; 0.108;17 36 39.251;-44 44 01.77
6388; 105247;18.143;16.582;      ;12.708;  89.06;  88.84;4361;-0.343; 0.159;-0.009; 0.085; ; 0.459; 0.109;17 36 39.251;-44 44 01.77
6388; 105300;17.695;16.104;      ;12.075;  91.23;  91.37;4180;-0.422; 0.234;-0.297; 0.000; ; 0.480; 0.101;17 36 26.324;-44 43 06.02
6388; 105729;17.767;16.099;      ;11.906;  75.30;  75.40;4136;-0.419; 0.146; 0.091; 0.047; ; 0.468; 0.298;17 36 31.716;-44 42 56.07
6388; 106448;17.907;16.277;      ;12.149; 104.93; 105.01;4200;-0.399; 0.201;-0.022; 0.064; ; 0.211; 0.159;17 36 29.996;-44 42 38.71
6388; 106805;17.702;15.995;      ;11.605;  82.71;  83.05;4062;-0.396; 0.222; 0.003; 0.016; ; 0.390; 0.303;17 36 05.459;-44 42 29.86
6388; 107526;17.305;15.503;      ;10.991;  85.21;       ;3928;-0.491; 0.241;      ; 9.999; ; 0.718; 0.265;17 36 20.948;-44 42 10.49
6388; 108176;17.160;15.254;      ;10.223;  78.19;       ;3793;-0.460; 0.187;      ; 9.999; ;      ; 9.999;17 36 12.797;-44 41 50.60
6388; 108895;17.435;15.596;      ;10.918;       ;  80.99;3913;-0.480; 0.185;-0.457; 0.037; ; 0.578; 0.095;17 36 15.184;-44 41 27.20
6388; 108943;18.008;16.498;      ;12.678;       ;  81.09;4352;-0.379; 0.254; 0.128; 0.007; ; 0.000; 0.067;17 36 17.692;-44 41 25.30
6388; 109278;18.026;16.561;      ;12.787;  66.26;  66.10;4385;-0.418; 0.197;-0.499; 0.078; ; 0.460; 0.077;17 36 06.301;-44 41 12.93
6388; 110076;17.377;15.659;      ;11.456;  83.62;  83.47;4027;-0.456; 0.173; 0.028; 0.086; ; 0.537; 0.087;17 36 31.812;-44 40 40.08
6388; 110340;18.374;16.944;      ;13.376;  89.70;  89.73;4579;-0.542; 0.099; 0.333; 0.000; ; 0.092; 0.128;17 36 08.844;-44 40 27.02
6388; 110677;17.328;15.520;      ;10.962;       ;  83.71;3922;-0.420; 0.243;-0.188; 0.112; ; 0.649; 0.083;17 36 28.549;-44 40 09.49
6388; 110724;17.526;15.812;      ;11.525;  86.47;  86.56;4043;-0.315; 0.185;-0.005; 0.013; ; 0.476; 0.140;17 36 11.672;-44 40 06.26
6388; 110840;17.904;16.375;      ;12.552;  72.31;  72.66;4314;-0.481; 0.153; 0.115; 0.122; ; 0.280; 0.205;17 36 24.006;-44 39 59.89
6388; 111327;18.021;16.457;      ;12.475;  89.34;  89.41;4291;-0.482; 0.143; 0.331; 0.060; ; 0.060; 0.087;17 36 09.335;-44 39 33.35
6388; 111408;17.244;15.353;      ;10.519;       ;  83.54;3841;-0.440; 0.145;-0.365; 0.115; ; 0.728; 0.032;17 36 06.921;-44 39 29.10
6388; 112052;19.090;17.706;      ;14.242;  96.41;  96.47;4904;-0.347; 0.132; 0.083; 9.999;<; 0.170; 0.015;17 36 39.809;-44 38 49.18
6388; 123232;17.882;16.279;      ;12.132;  82.92;  82.93;4195;-0.477; 0.154;-0.127; 0.139; ; 0.507; 0.273;17 36 49.088;-44 42 59.73
6397; 200109;15.150;14.392;      ;12.050;  18.46;  17.06;5325;-1.941; 0.193;      ; 9.999;<; 0.107; 0.113;17 41 26.380;-53 34 46.26
6397; 200149;15.220;14.462;      ;12.188;  21.71;       ;5348;-1.971; 0.085;      ; 9.999; ; 0.436; 0.110;17 41 32.450;-53 34 22.23
6397; 200239;14.633;13.843;      ;11.396;  20.67;  21.22;5215;-2.010; 0.214;      ; 9.999; ; 0.516; 0.135;17 41 25.390;-53 33 22.01
6397; 202050;14.535;13.730;      ;11.297;  20.46;  19.11;5198;-1.971; 0.091;      ; 9.999; ; 0.300; 0.173;17 41 18.900;-53 29 34.95
6397; 300047;14.550;13.756;      ;11.316;  22.56;  22.53;5201;-1.991; 0.125;      ; 9.999; ; 0.038; 9.999;17 40 30.190;-53 35 46.32
6397; 300130;14.401;13.611;      ;11.183;       ;  16.00;5178;-1.962; 0.148;      ; 9.999; ;      ; 9.999;17 40 31.760;-53 35 19.42
6397; 300234;15.417;14.662;      ;12.378;  15.73;  15.73;5380;-1.981; 0.116;      ; 9.999; ;      ; 9.999;17 41 03.850;-53 34 37.87
6397; 300274;15.415;14.672;      ;12.379;  22.76;  18.85;5380;-2.019; 0.148;      ; 9.999; ; 0.033; 0.156;17 40 30.210;-53 34 21.67
6397; 300284;15.154;14.391;      ;12.021;       ;  20.52;5321;-1.983; 0.134;      ; 9.999; ;      ; 9.999;17 40 26.290;-53 34 17.12
6397; 300295;14.847;14.059;      ;11.610;  17.61;  15.62;5251;-1.974; 0.129;      ; 9.999; ; 0.178; 0.139;17 40 53.680;-53 34 13.02
6397; 300827;13.318;12.446;      ; 9.798;  22.31;  23.06;4935;-2.024; 0.119; 0.240; 9.999; ; 0.333; 0.185;17 40 46.250;-53 28 59.01
6397; 301012;13.743;12.899;      ;10.312;  19.40;  18.94;5026;-2.004; 0.169;      ; 9.999; ; 0.061; 9.999;17 40 49.210;-53 26 29.48
6397; 301462;15.514;14.781;      ;12.513;  17.93;  18.47;5402;-1.991; 0.180;      ; 9.999; ; 0.243; 0.090;17 40 25.890;-53 35 53.93
6397; 301478;14.553;13.740;      ;11.232;  18.41;  16.75;5187;-1.990; 0.075;      ; 9.999; ; 0.119; 9.999;17 41 14.750;-53 35 52.78
6397; 301535;14.409;13.600;      ;11.150;  14.52;       ;5173;-2.024; 0.089;      ; 9.999; ; 0.413; 9.999;17 40 50.160;-53 35 42.12
6397; 301751;14.167;13.333;      ;10.775;  19.70;  19.66;5108;-1.999; 0.139;      ; 9.999; ; 0.064; 0.072;17 40 55.020;-53 34 58.56
6397; 301824;14.107;13.289;      ;10.758;  17.16;  16.57;5105;-2.042; 0.169;      ; 9.999; ; 0.305; 0.045;17 40 26.570;-53 34 39.37
6397; 301886;14.814;14.030;      ;11.583;  20.36;  20.81;5247;-2.022; 0.144;      ; 9.999; ; 0.189; 0.138;17 40 42.540;-53 34 27.90
6397; 302179;15.453;14.713;      ;12.365;  25.18;  25.19;5378;-2.009; 0.113;      ; 9.999; ; 0.630; 0.089;17 40 47.800;-53 33 11.27
6397; 302238;14.270;13.469;      ;10.958;  20.84;  19.33;5139;-2.030; 0.161;      ; 9.999; ; 0.167; 0.127;17 40 43.990;-53 32 57.09
6397; 302263;14.923;14.143;      ;11.710;  18.61;  19.37;5268;-2.020; 0.123;      ; 9.999; ; 0.281; 9.999;17 40 45.320;-53 32 48.98
6397; 302506;15.237;14.473;      ;12.155;  22.32;  16.28;5343;-1.976; 0.182;      ; 9.999; ; 0.261; 9.999;17 40 54.590;-53 31 29.34
6397; 302782;14.085;13.262;      ;10.749;  19.19;  16.84;5103;-2.043; 0.187;      ; 9.999; ; 0.208; 0.103;17 40 46.520;-53 29 41.45
6397; 302786;15.173;14.372;      ;11.975;  19.43;       ;5313;-1.996; 0.058;      ; 9.999; ; 0.176; 0.105;17 41 08.240;-53 29 41.50
6397; 304139;14.651;13.857;      ;11.414;  17.69;  16.95;5218;-1.956; 0.150;      ; 9.999; ;-0.028; 0.027;17 41 10.730;-53 35 34.34
6397; 304852;15.120;14.359;      ;11.971;  18.56;  15.53;5312;-1.943; 0.206;      ; 9.999; ; 0.223; 0.010;17 41 15.250;-53 35 12.46
6397; 400077;13.010;12.085;      ; 9.446;  16.54;  15.63;4872;-1.972; 0.152;      ; 9.999; ; 0.369; 0.081;17 39 59.910;-53 35 19.08
6397; 401597;15.417;14.636;      ;12.366;  22.49;  20.26;5378;-1.947; 0.090;      ; 9.999; ; 0.339; 9.999;17 39 43.730;-53 33 03.70
6397; 500747;15.090;14.308;      ;11.990;  22.61;       ;5315;-1.937; 0.030;      ; 9.999; ; 0.088; 0.050;17 40 14.100;-53 43 19.19
6397; 500762;13.435;12.540;      ; 9.938;  20.31;  20.15;4960;-1.971; 0.186;      ; 9.999; ; 0.026; 0.107;17 40 12.810;-53 43 11.83
6397; 500779;15.484;14.712;      ;12.413;  22.85;       ;5386;-1.967; 0.019;      ; 9.999; ; 0.302; 9.999;17 40 01.090;-53 42 59.03
6397; 500826;14.225;13.410;      ;10.966;  14.98;  12.97;5141;-1.978; 0.168;      ; 9.999; ; 0.210; 0.142;17 40 09.020;-53 42 36.03
6397; 500844;14.858;14.088;      ;11.851;  25.50;  21.81;5292;-1.944; 0.110;      ; 9.999; ; 0.662; 0.151;17 39 41.340;-53 42 27.55
6397; 501026;15.042;14.294;      ; 0.000;  22.24;  17.99;5307;-1.948; 0.177;      ; 9.999; ;-0.067; 0.039;17 40 04.590;-53 40 54.12
6397; 501099;13.297;12.422;      ; 9.845;  18.07;  17.20;4944;-1.943; 0.124; 0.280; 9.999; ; 0.268; 0.089;17 40 06.570;-53 40 28.28
6397; 501118;14.482;13.678;      ;11.264;       ;  18.14;5192;-2.052; 0.153;      ; 9.999; ;      ; 9.999;17 39 48.690;-53 40 16.84
6397; 501183;12.991;12.078;      ; 9.396;  20.18;       ;4863;-2.061; 0.083;      ; 9.999; ;-0.027; 0.151;17 40 05.510;-53 39 49.29
6397; 501234;13.434;12.545;      ; 9.951;  21.95;  21.25;4962;-1.986; 0.112;      ; 9.999; ; 0.312; 0.016;17 40 11.690;-53 39 26.31
6397; 501248;14.408;13.590;      ;11.182;  17.10;       ;5178;-2.021; 0.196;      ; 9.999; ;-0.078; 0.009;17 40 14.190;-53 39 18.78
6397; 501278;14.982;14.208;      ;11.927;  16.79;       ;5305;-1.968; 0.044;      ; 9.999; ; 0.508; 9.999;17 40 17.530;-53 39 06.65
6397; 503434;14.264;13.444;      ;11.006;  21.58;  19.71;5148;-1.955; 0.161;      ; 9.999; ;-0.006; 0.184;17 40 13.940;-53 42 25.38
6397; 503616;14.160;13.350;      ;10.900;  18.38;  18.09;5129;-2.061; 0.125;      ; 9.999; ; 0.361; 0.125;17 40 14.760;-53 41 44.01
6397; 503749;15.295;14.519;      ;12.289;  24.69;  17.75;5365;-2.034; 0.029;      ; 9.999; ; 0.508; 9.999;17 39 34.750;-53 41 15.71
6397; 503797;14.388;13.584;      ;11.187;  18.91;  16.73;5179;-2.053; 0.178;      ; 9.999; ; 0.297; 0.068;17 39 47.800;-53 41 06.60
6397; 503869;15.444;14.706;      ;12.425;  24.18;  24.85;5388;-1.963; 0.179;      ; 9.999; ; 0.271; 0.166;17 39 56.770;-53 40 48.43
