#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-04-23T09:16:44 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ517651004fa8	
#INFO	-out.max=unlimited	
#INFO	queryParameters=26	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:V/117A&tab:{V/117A/newcat}&key:source=V/117A/newcat&HTTPPRM:&&-ref=VIZ517651004fa8&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/117A/newcat
#-order=I
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=Dist
#-out=UVel
#-out=VVel
#-out=WVel
#-out=RVel
#-out=e_RVel
#-out=pmRA
#-out=pmDE
#-out=e_pm
#Tycho-2=Tycho-2
#Simbad=Simbad
#

#RESOURCE=yCat_5117
#Name: V/117A
#Title: Geneva-Copenhagen Survey of Solar neighbourhood (Holmberg+, 2007)
#INFO	status=obsolete	
#    This catalogue is obsoleted by <V/130>
#
#Table	V_117A_newcat:
#Name: V/117A/newcat
#Title: Main catalogue recalibrated data (2007)
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(a11)	Object name (HD,BD,CD or CP) (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A10)	Right ascension (ICRF)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (ICRF)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(I3)	? Distance	[ucd=pos.distance;pos.heliocentric]
#Column	UVel	(I4)	? Heliocentric space velocity component U (3)	[ucd=pos.cartesian.x]
#Column	VVel	(I4)	? Heliocentric space velocity component V (3)	[ucd=pos.cartesian.y]
#Column	WVel	(I4)	? Heliocentric space velocity component W (3)	[ucd=pos.cartesian.z]
#Column	RVel	(F6.1)	? Mean radial velocity (10)	[ucd=spect.dopplerVeloc;stat.mean]
#Column	e_RVel	(F5.1)	? Standard deviation of RVel measurements	[ucd=stat.error;spect.dopplerVeloc]
#Column	pmRA	(I5)	? Proper motion in right ascension (4)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(I5)	? Proper motion in declination (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pm	(I2)	? Standard error of total proper motion (4)	[ucd=stat.error]
_RAJ2000;_DEJ2000;Name;RAJ2000;DEJ2000;Dist;UVel;VVel;WVel;RVel;e_RVel;pmRA;pmDE;e_pm
165.6887;-42.2064;HD 95774   ;11 02 45.3;-42 12 23; 63;  28; -15;   3;  20.9;  0.2;   70;  -43; 2
164.8054;-81.5561;HD 95788   ;10 59 13.3;-81 33 22; 93; -58; -43;  -6;  11.2;  0.5; -148;   68; 2
165.7283;-42.8219;HD 95812   ;11 02 54.8;-42 49 19; 78; -28; -28;  -3;  19.4;  0.3;  -92;   17; 1
166.1142;+57.3347;HD 95844   ;11 04 27.4;+57 20 05;   ;    ;    ;    ;  -0.2;     ;  -34;  -23; 2
165.7112;-53.2469;HD 95860   ;11 02 50.7;-53 14 49;138; -63; -56; -58;  28.4;     ; -145;  -38; 4
165.7758;-36.1894;CD -35 6934;11 03 06.2;-36 11 22;245;  49; -17;  -5;  21.8;  3.7;   30;  -28; 3
165.9875;+23.1475;HD 95867   ;11 03 57.0;+23 08 51;105;  -1; -17;   4;   8.0;  1.7;  -10;  -30; 2
165.8617;+18.1375;BD +18 2441;11 03 26.8;+18 08 15;141;    ;    ;    ;  31.9;     ;  128; -222;14
165.5058;-73.4878;HD 95915   ;11 02 01.4;-73 29 16; 65;   7; -16;  -2;  17.0;  0.5;    0;    6; 2
165.8821;-38.4003;HD 95925   ;11 03 31.7;-38 24 01; 72;  -4; -70;  29;  73.3;  0.1;  -39;   32; 2
165.9875; -9.0808;HD 95938   ;11 03 57.0;-09 04 51;185; -37; -20;  13;  26.3;  0.3;  -38;   15; 1
166.3187;+65.8136;HD 95955   ;11 05 16.5;+65 48 49; 35; -21; -40; -14; -17.8;  7.9; -218; -152; 2
166.1825;+38.2464;HD 95976   ;11 04 43.8;+38 14 47;   ;    ;    ;    ;   5.5;     ;  -69;    1; 2
166.0787; +5.7956;HD 95980   ;11 04 18.9;+05 47 44; 53; -75; -22;  -9;  19.0;  0.4; -301;   54; 2
166.4008;+64.8039;HD 96001   ;11 05 36.2;+64 48 14; 91;    ;    ;    ;      ;     ;   24;   13; 2
165.9275;-51.3525;HD 96008   ;11 03 42.6;-51 21 09; 77; -74;  -5; -27; -19.5;     ; -208;   18; 1
166.2379;+38.4103;HD 96016   ;11 04 57.1;+38 24 37;   ;    ;    ;    ;  19.9;  2.7;  -65;  -31; 3
166.0629;-27.2864;HD 96020   ;11 04 15.1;-27 17 11; 78;    ;    ;    ;      ;     ; -109;    1; 2
166.0304;-40.3083;HD 96033   ;11 04 07.3;-40 18 30; 74;    ;    ;    ;      ;     ;  -52;  -10; 2
166.1333;-21.1264;HD 96050   ;11 04 32.0;-21 07 35;124;   8; -14; -10;   6.3;     ;   -2;  -31; 2
166.1725; -4.2208;HD 96064   ;11 04 41.4;-04 13 15; 25; -14; -27;  -1;  18.0;  0.3; -179; -103; 2
166.1567;-22.7825;HD 96080   ;11 04 37.6;-22 46 57;129; -31; -19;  -4;  12.3;  0.6;  -57;    6; 2
166.3142;+25.2017;HD 96094   ;11 05 15.4;+25 12 06; 60; -92; -52; -46;   0.6;  0.2; -401;  -62; 1
166.2542; +7.3358;HD 96097   ;11 05 01.0;+07 20 09; 29;    ;    ;    ;   3.8;  1.5; -343;  -47; 0
166.4421;+50.1722;HD 96105   ;11 05 46.1;+50 10 20; 40;  -7; -10; -16; -12.5;  2.4;  -83;  -16; 1
166.2233;-11.7592;HD 96108   ;11 04 53.6;-11 45 33; 81; -37; -14; -34; -11.2;  0.4; -129;  -27; 2
166.0567;-57.7650;HD 96116   ;11 04 13.6;-57 45 54; 55;  19; -26;  -5;  30.7;  0.2;   23;  -35; 2
165.8833;-71.6289;HD 96143   ;11 03 32.0;-71 37 44; 66;  66; -12;  -8;  39.5; 14.2;  160;  -76; 2
166.5279;+39.7950;HD 96197   ;11 06 06.7;+39 47 42;   ;    ;    ;    ;  11.3;     ;  -80;   -9; 1
166.3329;-27.2936;HD 96202   ;11 05 19.9;-27 17 37; 43; -31; -29;  -7;  19.1;     ; -191;   -7; 1
166.4575;+12.5653;HD 96218   ;11 05 49.8;+12 33 55; 59;  -1; -23; -10;   0.7;  0.6;  -42;  -78; 2
166.6625;+57.0511;HD 96232   ;11 06 39.0;+57 03 04;109; -53; -14;  13;  32.6;     ;  -87;  -20; 2
166.3229;-43.5422;HD 96238   ;11 05 17.5;-43 32 32; 90;    ;    ;    ;      ;     ;  -63;   21; 2
166.5333;+12.8039;HD 96270   ;11 06 08.0;+12 48 14;121;    ;    ;    ;      ;     ;  -49;   -9; 2
166.4612;-20.4089;HD 96276   ;11 05 50.7;-20 24 32; 57;  17;  -1;  -3;  -0.4;  0.2;   50;  -40; 2
165.9988;-74.2478;HD 96290   ;11 03 59.7;-74 14 52; 52; -46; -20; -17;   1.5;  0.1; -214;   20; 2
166.4187;-43.1186;HD 96300   ;11 05 40.5;-43 07 07;107;    ;    ;    ;      ;     ;  -52;   29; 1
166.3458;-58.2667;HD 96340   ;11 05 23.0;-58 16 00;118;  32; -35; -20;  42.5;  0.7;   15;  -49; 4
166.6158; -0.1108;HD 96363   ;11 06 27.8;-00 06 39;102; -54; -36; -19;  14.3;  0.2; -136;  -19; 1
166.6683; +5.4300;HD 96375   ;11 06 40.4;+05 25 48;145; -43; -22; -17;   5.3;  1.9;  -74;   -6; 2
167.0908;+71.9589;HD 96391   ;11 08 21.8;+71 57 32;147; -14; -17;   0;  -1.8; 56.7;  -25;  -19; 1
166.5500;-47.6417;HD 96405   ;11 06 12.0;-47 38 30; 80;   8; -10;  -9;  10.0;  0.5;   -1;  -33; 2
165.7592;-81.6217;HD 96417   ;11 03 02.2;-81 37 18; 89; -27; -15;   7;  -2.2;  0.2;  -59;   46; 1
166.7700;+25.5369;HD 96418   ;11 07 04.8;+25 32 13; 56;  -9;  -7; -13;  -7.5;     ;  -57;  -14; 1
166.5821;-44.3731;HD 96423   ;11 06 19.7;-44 22 23; 32;  30; -49;   7;  54.4;  0.2;   87;  -86; 1
166.8421;+36.5956;HD 96433   ;11 07 22.1;+36 35 44; 60;   3; -31; -19; -18.4; 11.4;  -52; -100; 3
166.8050;+10.2122;HD 96479   ;11 07 13.2;+10 12 44;115;   9;  -5;   3;   2.5;  1.3;   14;  -14; 1
166.0862;-78.8683;HD 96494   ;11 04 20.7;-78 52 06; 47; -46; -21;  -9;   0.1;  0.4; -223;   56; 2
166.8700;+22.0528;HD 96497   ;11 07 28.8;+22 03 10; 56; -45; -15; -20;  -0.6;  0.3; -194;    4; 1
166.6908;-44.0683;HD 96505   ;11 06 45.8;-44 04 06; 88;   6;  19; -31; -24.3;  6.0;   -2;  -65; 2
167.7296;+81.7314;HD 96511   ;11 10 55.1;+81 43 53; 45; -14; -39;  15; -10.2; 28.0;  -91; -179; 1
167.0000;+52.8214;HD 96527   ;11 08 00.0;+52 49 17; 57;   2; -15; -36; -35.2;  0.4;  -62;   -5; 2
166.8958;+20.2717;HD 96529   ;11 07 35.0;+20 16 18; 77;   5; -16; -20; -14.7;  0.5;  -24;  -54; 1
166.9137;+13.4986;HD 96550   ;11 07 39.3;+13 29 55;110;  30; -31;  -1;   3.3;  0.1;   29;  -76; 1
166.8633; -2.1789;HD 96551   ;11 07 27.2;-02 10 44;143;  16; -14;  13;  17.0;  0.2;   21;  -17; 1
166.8375;-15.3603;HD 96553   ;11 07 21.0;-15 21 37; 51; -65;  -7;   7;  11.2;  1.6; -230;  139; 2
166.7846;-32.5869;HD 96557   ;11 07 08.3;-32 35 13; 56; -14;  -9; -19;  -1.9;     ;  -85;  -45; 2
166.7021;-53.2997;HD 96560   ;11 06 48.5;-53 17 59;   ;    ;    ;    ;      ;     ;  -14;   12; 2
166.4679;-72.6722;HD 96570   ;11 05 52.3;-72 40 20;114;    ;    ;    ;      ;     ;  -94;   14; 2
166.9008;+13.8586;HD 96574   ;11 07 36.2;+13 51 31; 50; -95; -20;   5;  36.0;  0.6; -364;  105; 1
167.1258;+52.6269;HD 96624   ;11 08 30.2;+52 37 37; 89; -76; -46; -31;  -2.0;  0.4; -220;  -41; 2
167.0608;+36.4544;HD 96626   ;11 08 14.6;+36 27 16; 81; -45; -23; -24;  -3.4; 46.0; -144;  -15; 2
166.6867;-66.0078;HD 96639   ;11 06 44.8;-66 00 28;131;  33;   7;  -6;   6.9;  0.4;   46;  -30; 2
166.7796;-61.5950;HD 96673   ;11 07 07.1;-61 35 42;   ;    ;    ;    ;   5.0;  0.1;  -85;  -63; 4
167.0942;+21.0394;HD 96679   ;11 08 22.6;+21 02 22; 66; -58; -48;   2;  32.4;  0.1; -208;  -63; 2
167.0837; +4.4583;HD 96680   ;11 08 20.1;+04 27 30;110;   6; -11;  -9;  -2.7;  0.1;   -3;  -29; 1
167.2508;+54.1506;HD 96689   ;11 09 00.2;+54 09 02;   ;    ;    ;    ;  -3.8;     ;  -17;  -34; 2
167.1100;+21.0811;HD 96691   ;11 08 26.4;+21 04 52; 90; -48; -48; -24;   5.6;  0.6; -156;  -64; 1
167.1321;+15.7675;HD 96692   ;11 08 31.7;+15 46 03;   ;    ;    ;    ; 103.9;  0.4;  155; -375; 2
166.9767;-30.1744;HD 96700   ;11 07 54.4;-30 10 28; 26; -44; -37; -32;  12.6;  0.2; -506; -134; 2
166.7029;-70.8300;HD 96705   ;11 06 48.7;-70 49 48; 94;   8;  -2;  -2;   5.2;  2.7;   12;   -9; 2
167.0725;-15.9614;HD 96712   ;11 08 17.4;-15 57 41;111;  35;  -8; -11;  -1.1; 15.2;   44;  -56; 2
167.4375;+63.3350;HD 96758   ;11 09 45.0;+63 20 06; 92;  -2;  -8; -17; -15.5;  0.1;  -24;    6; 2
167.2358;+15.2114;HD 96780   ;11 08 56.6;+15 12 41;125; -25; -13;  -1;  10.2;  0.1;  -45;   -2; 1
167.1433;-30.1272;HD 96803   ;11 08 34.4;-30 07 38; 77;    ;    ;    ;      ;     ;    2;    0; 2
167.0558;-52.4019;HD 96805   ;11 08 13.4;-52 24 07; 84;    ;    ;    ;      ;     ;  -49;  116; 2
166.9917;-64.9558;HD 96850   ;11 07 58.0;-64 57 21; 51; -34;  -2; -11; -10.1;  0.2; -141;    8; 2
167.1667;-44.2592;CD -43 6810;11 08 40.0;-44 15 33;158; 104;-172;-124; 154.2;     ;  -18; -238; 2
167.4175; +2.4561;HD 96937   ;11 09 40.2;+02 27 22; 31; -40; -14;  -5;   9.6;  0.5; -278;   39; 1
167.4117;-42.4686;CD -41 6367;11 09 38.8;-42 28 07; 61; 108; -13; -32;  27.4;  0.8;  267; -273; 2
167.6138;+47.7978;HD 96973   ;11 10 27.3;+47 47 52; 78;  -7;   9; -32; -23.1;  0.5;  -42;   51; 2
167.5158;+15.9128;HD 96975   ;11 10 03.8;+15 54 46; 66;    ;    ;    ;  -4.4;     ;  -39;  -10; 2
168.2000;+35.7286;BD +36 2165;11 12 48.0;+35 43 43;173; 261;-366;-116;-196.4;  1.1;   74; -508; 3
167.5875;+22.7017;HD 97005   ;11 10 21.0;+22 42 06;   ;    ;    ;    ; -16.0;     ;   15;   -4; 2
167.4321;-43.3325;HD 97025   ;11 09 43.7;-43 19 57; 98;    ;    ;    ;      ;     ;  -40;  -13; 1
167.8304;+66.0133;HD 97033   ;11 11 19.3;+66 00 48; 55; -78; -49;  -5;  12.7;  6.5; -330; -122; 2
167.5554; -7.3892;HD 97037   ;11 10 13.3;-07 23 21; 33; -18; -19; -41; -16.6;  0.2; -238; -171; 1
167.5496;-11.3600;HD 97038   ;11 10 11.9;-11 21 36; 66;  13; -12; -18;  -4.0;  5.1;    0;  -79; 2
167.5312;-38.3633;HD 97073   ;11 10 07.5;-38 21 48; 52;  56; -41; -13;  43.7;  0.1;  123; -186; 5
167.6162; -9.0275;HD 97089   ;11 10 27.9;-09 01 39; 85; -28; -26; -65; -27.3;  0.3; -141; -100; 2
167.7712;+30.4458;HD 97101   ;11 11 05.1;+30 26 45;   ;    ;    ;    ; -17.2;  0.3;  591; -198; 2
167.9312;+58.8997;HD 97140   ;11 11 43.5;+58 53 59; 60;  -2; -11; -36; -32.3;  0.3;  -66;   26; 1
168.3342;+77.6247;HD 97177   ;11 13 20.2;+77 37 29;   ;    ;    ;    ; -10.6; 49.4;   -2;  -19; 2
167.9537;+42.8319;HD 97194   ;11 11 48.9;+42 49 55; 45; -13; -56;   8;   8.2;  0.4; -125; -239; 1
167.6925;-47.8314;HD 97203   ;11 10 46.2;-47 49 53;   ;    ;    ;    ;      ;     ;  -48;   11; 3
167.9250;+26.8319;HD 97211   ;11 11 42.0;+26 49 55;132;  -7;  15;   5;   4.0;  3.2;    1;   27; 2
167.7946;-10.9508;HD 97214   ;11 11 10.7;-10 57 03;   ;    ;    ;    ;  36.8;  0.3; -939;  593; 2
167.7583;-36.2256;HD 97217   ;11 11 02.0;-36 13 32;180;   4; -14;  -9;   9.8;  1.1;   -5;  -15; 2
167.9179;+18.6919;HD 97227   ;11 11 40.3;+18 41 31; 74;   8; -12;  14;  14.2;  0.2;   24;  -33; 1
167.8879;-14.9911;HD 97233   ;11 11 33.1;-14 59 28;   ;    ;    ;    ; -11.4;  4.3;  717; -597; 2
167.3254;-77.7942;HD 97240   ;11 09 18.1;-77 47 39; 94;  21;   4;  -5;   7.7;  1.0;   38;  -25; 2
167.7687;-41.5872;HD 97249   ;11 11 04.5;-41 35 14;102; -88;  -1; -32; -28.4;  0.7; -183;   23; 2
167.7883;-47.8436;HD 97264   ;11 11 09.2;-47 50 37;479;  15; -16;  -9;  17.5; 48.8;    2;   -7; 2
167.8346;-54.5569;HD 97317   ;11 11 20.3;-54 33 25;   ;    ;    ;    ;  -2.4;  3.4;   -8;    1; 2
167.7529;-65.4269;HD 97320   ;11 11 00.7;-65 25 37; 59;  77; -22; -40;  53.5;  0.4;  159; -202; 2
168.2062;+56.4025;HD 97321   ;11 12 49.5;+56 24 09; 89;    ;    ;    ;      ;     ;  -56;  -24; 2
168.1346;+35.8139;HD 97334   ;11 12 32.3;+35 48 50; 22; -16; -24; -11;  -3.7;  0.2; -249; -152; 2
168.0125;-21.3381;HD 97342   ;11 12 03.0;-21 20 17; 63;  32; -43;  -9;  31.2;  8.9;   32; -146; 2
168.0046;-26.1367;HD 97343   ;11 12 01.1;-26 08 12; 22;  32; -26;  26;  39.2;  0.1;  274;  -65; 2
168.0679; -1.1869;HD 97356   ;11 12 16.3;-01 11 13; 47;  35;  -9; -26; -19.5;  0.5;   82; -160; 1
168.0488; -9.4847;HD 97358   ;11 12 11.7;-09 29 05; 77; -34;  -7; -26; -12.4;  0.3; -114;   -7; 2
168.2708;+46.2231;HD 97406   ;11 13 05.0;+46 13 23;106; -17; -11;  -9;  -2.0;     ;  -43;   -7; 1
168.2767;+27.0514;HD 97440   ;11 13 06.4;+27 03 05;127;    ;    ;    ;      ;     ;  -74;  -33; 2
168.1287;-31.1356;HD 97446   ;11 12 30.9;-31 08 08; 66;    ;    ;    ;      ;     ;   16;  -59; 2
168.3942;+55.4156;HD 97455   ;11 13 34.6;+55 24 56;   ;    ;    ;    ; -18.1;  4.2;  -37;    7; 2
168.2100;-13.9333;HD 97461   ;11 12 50.4;-13 56 00; 78;  38;   7;  -4;  -8.0;  0.6;   90;  -47; 2
167.8125;-74.4633;HD 97473   ;11 11 15.0;-74 27 48;106; -33; -32; -26;  19.5;  0.1;  -98;   -6; 2
168.1458;-46.9664;HD 97482   ;11 12 35.0;-46 57 59; 83; -33; -11;  -8;   0.2;     ;  -89;   15; 1
168.3050; +4.4822;HD 97503   ;11 13 13.2;+04 28 56;   ;    ;    ;    ;  15.9;  0.3; -316;  -36; 1
168.2250;-34.4067;HD 97507   ;11 12 54.0;-34 24 24; 64;  96; -39;  52;  72.3;  0.5;  294;  -44; 2
168.2937;-18.1653;HD 97517   ;11 13 10.5;-18 09 55; 50; -47; -49; -65;  -4.2;  0.6; -343; -197; 2
168.2708;-47.0550;HD 97547   ;11 13 05.0;-47 03 18; 46;   0;  -7;   2;   6.8;  0.1;   -6;    5; 3
168.6387;+52.9467;HD 97601   ;11 14 33.3;+52 56 48;118;  49; -28; -39; -63.2;  3.0;   34;  -37; 2
168.4708; +2.2683;HD 97606   ;11 13 53.0;+02 16 06; 63;    ;    ;    ;      ;     ;  -94;  -43; 1
168.3829;-41.6572;HD 97609   ;11 13 31.9;-41 39 26;165; -41; -28;   6;  18.1;  9.3;  -55;   25; 2
168.3958;-47.8236;HD 97624   ;11 13 35.0;-47 49 25; 71;    ;    ;    ;      ;     ;    2;  -45; 1
168.5150;-15.4353;HD 97635   ;11 14 03.6;-15 26 07;   ;    ;    ;    ;   7.0;     ;  -33;   -5; 2
168.4000;-48.9247;HD 97638   ;11 13 36.0;-48 55 29;   ;    ;    ;    ;   7.6;  0.1;   -1;  -25; 3
168.0996;-74.2092;HD 97642   ;11 12 23.9;-74 12 33;101;   7;  -8;   1;  10.1;  1.3;    9;    5; 2
168.6883;+43.3292;HD 97657   ;11 14 45.2;+43 19 45; 91;  35; -40;  12;  -7.9;  0.3;   49; -115; 1
168.7796;+45.0614;HD 97711   ;11 15 07.1;+45 03 41; 88; -12; -28;   0;   2.0;  0.1;  -48;  -56; 1
168.7008;+21.4736;HD 97713   ;11 14 48.2;+21 28 25;   ;    ;    ;    ;   0.0;  6.0;   15;  -52; 1
168.4296;-63.4025;HD 97728   ;11 13 43.1;-63 24 09; 47; -20; -24; -54;  16.8;  0.1; -205; -178; 3
168.5733;-55.1569;HD 97769   ;11 14 17.6;-55 09 25; 67;  41; -11;  -6;  23.0;  0.4;   93;  -63; 2
168.7079;-23.6464;HD 97783   ;11 14 49.9;-23 38 47; 72;  95; -35;  96;  91.5;  0.5;  308;   27; 2
168.7054;-28.5028;HD 97785   ;11 14 49.3;-28 30 10;   ;    ;    ;    ;      ;     ;  -25;    3; 2
168.6346;-42.8528;HD 97789   ;11 14 32.3;-42 51 10; 97;    ;    ;    ;      ;     ;  -28;  -20; 1
168.6679;-53.5303;HD 97824   ;11 14 40.3;-53 31 49;121;   5;  -5;   6;   6.5;  2.2;    8;    7; 2
168.7600;-33.3175;HD 97840   ;11 15 02.4;-33 19 03; 62; -44;  -7;  -3;  -2.7;  3.8; -143;   54; 2
168.7133;-43.8125;HD 97841   ;11 14 51.2;-43 48 45; 81;   1; -50; -12;  43.3; 15.4;  -53;  -47; 1
169.1367;+69.2178;HD 97854   ;11 16 32.8;+69 13 04; 81; -16; -22;  -6;  -7.4;  0.1;  -61;  -35; 1
169.0167;+52.7731;HD 97855   ;11 16 04.0;+52 46 23; 39;  43;   9; -29; -42.3;  0.4;  162;   58; 1
168.9567;+42.4492;HD 97857   ;11 15 49.6;+42 26 57;   ;    ;    ;    ;      ;     ; -111;   -4; 1
168.7367;-52.3542;HD 97884   ;11 14 56.8;-52 21 15; 83; -17; -19;  -8;  11.1;  0.4;  -63;   -2; 2
168.9121; +4.4778;HD 97891   ;11 15 38.9;+04 28 40; 98;  20; -25; -50; -32.2;  0.5;  -21; -105; 2
168.9758; +2.0867;HD 97916   ;11 15 54.2;+02 05 12;148; 121;  12; 100;  61.1;  5.4;  207;   -9; 2
168.8775;-42.6128;HD 97957   ;11 15 30.6;-42 36 46; 52; -46; -31;  10;  20.2;  4.5; -190;   98; 1
168.8583;-52.8131;HD 97961   ;11 15 26.0;-52 48 47; 54;  39; -19;   9;  31.5;  5.3;  118;  -25; 2
168.8975;-48.2583;HD 97980   ;11 15 35.4;-48 15 30; 78; -42; -32;  -2;  17.1;  0.5; -130;   34; 2
168.9542;-39.3233;HD 97998   ;11 15 49.0;-39 19 24; 28; -22; -42;  28;  43.3;  0.3; -175;  189; 2
168.6992;-72.1122;HD 98003   ;11 14 47.8;-72 06 44;118; -42;   7; -28; -18.5;  5.0;  -79;  -30; 2
168.8313;-18.1456;BD -17 3336;11 15 19.5;-18 08 44;   ;    ;    ;    ;   6.7;     ;  294; -717;24
168.8367;-18.1450;BD -17 3337;11 15 20.8;-18 08 42;   ;    ;    ;    ;   6.9;  0.5;  319; -708;20
169.1254;+18.6414;HD 98017   ;11 16 30.1;+18 38 29;170; -26;  -9; -16;  -5.5;  1.0;  -39;    0; 1
168.8679;-67.4100;HD 98053   ;11 15 28.3;-67 24 36; 56; -18; -42; -38;  35.1;  0.6; -164;  -73; 2
169.1350;-28.1297;HD 98062   ;11 16 32.4;-28 07 47;106; -14;  -7;   2;   5.1;  1.4;  -28;   11; 2
169.2717;+21.2964;HD 98078   ;11 17 05.2;+21 17 47; 41;   1;-109; -11;  18.0;  0.2; -207; -514; 1
169.1158;-45.8800;HD 98096   ;11 16 27.8;-45 52 48; 55; -39;  -8;   3;  -1.9;     ; -136;   69; 3
169.2067;-50.9261;HD 98137   ;11 16 49.6;-50 55 34;156;    ;    ;    ;      ;     ;  -60;   28; 1
169.2446;-46.5325;HD 98163   ;11 16 58.7;-46 31 57; 84;   8; -47; -11;  43.2;  0.1;  -33;  -45; 2
169.0904;-68.2303;HD 98170   ;11 16 21.7;-68 13 49; 84; -31; -27;  -5;  12.4;  0.2;  -94;   29; 2
169.2696;-52.6572;HD 98179   ;11 17 04.7;-52 39 26;104;  -7;  -5;  -3;   2.1;  1.0;  -17;    0; 2
169.2500;-54.7769;HD 98180   ;11 17 00.0;-54 46 37; 54;  20;  -2;  -9;   7.4;  0.1;   54;  -61; 2
169.4133;-33.5469;HD 98220   ;11 17 39.2;-33 32 49; 41;  46; -29; -41;  16.5;  0.2;   78; -332; 2
169.4117;-34.7372;HD 98221   ;11 17 38.8;-34 44 14; 47;  -9;   5;  -6;  -8.7;     ;  -38;    3; 2
169.3962;-38.3808;HD 98222   ;11 17 35.1;-38 22 51; 42; -40; -41;  -5;  26.9;  0.1; -254;   22; 3
169.5454;+31.5289;HD 98230/1 ;11 18 10.9;+31 31 44;  6;   1; -18; -21; -18.2;  3.8; -454; -591; 6
169.4812;-37.1964;HD 98271   ;11 17 55.5;-37 11 47; 95; -23;  -5;   0;  -0.8;  0.8;  -49;   21; 2
169.5917; -5.0672;HD 98281   ;11 18 22.0;-05 04 02; 22;  79;  10;  31;  12.9;  0.3;  795; -152; 1
169.4921;-36.5964;HD 98284   ;11 17 58.1;-36 35 47; 51; -32;  -5; -56; -23.4;  1.1; -204; -145; 2
169.5354;-31.3111;HD 98301   ;11 18 08.5;-31 18 40;128; -33; -41;  -2;  29.4;  0.2;  -72;    0; 2
169.6621;+16.4642;HD 98332   ;11 18 38.9;+16 27 51;104;    ;    ;    ;      ;     ;  -55;  -10; 1
169.7492;+14.2683;HD 98354   ;11 18 59.8;+14 16 06; 32;  13; -26;  17;  22.0;  0.3;   54; -161; 2
169.7217;-11.7683;HD 98378   ;11 18 53.2;-11 46 06; 91; -20; -18;  -8;   7.1;  0.5;  -61;  -15; 2
169.7775;+13.3906;HD 98388   ;11 19 06.6;+13 23 26; 48; -31; -15;  -3;   9.1;  0.1; -147;    1; 1
169.7883;-20.2256;HD 98413   ;11 19 09.2;-20 13 32;141;   5;   2;   6;   2.8;  0.9;   11;    4; 2
169.7692;-31.0061;HD 98415   ;11 19 04.6;-31 00 22; 87; -38; -16;  21;  17.8;  0.2;  -77;   71; 2
169.9229;+38.1008;HD 98423   ;11 19 41.5;+38 06 03; 57;  -8; -23;  -4;  -1.0;     ;  -59;  -69; 2
169.8442; -1.6547;HD 98427   ;11 19 22.6;-01 39 17; 56; -33; -62; -24;  19.6;  0.4; -222; -154; 1
169.8150;-40.2822;HD 98459   ;11 19 15.6;-40 16 56; 90; -38; -55; -50;  24.4;  1.9; -163;  -90; 2
169.9354; +3.6208;HD 98471   ;11 19 44.5;+03 37 15;120;   8;  -1; -25; -21.5;  1.8;   -3;  -26; 1
169.7933;-48.1817;HD 98478   ;11 19 10.4;-48 10 54;132;  -9;  -4;  -7;  -0.7;  0.7;  -19;   -5; 1
170.1479;+62.3639;HD 98487   ;11 20 35.5;+62 21 50;107;   0; -17;   4;  -4.0;     ;   -9;  -32; 3
170.1329;+44.9981;HD 98526   ;11 20 31.9;+44 59 53; 98;    ;    ;    ;      ;     ;  -65;  -26; 1
169.6733;-74.1906;HD 98537   ;11 18 41.6;-74 11 26; 59;  31; -39; -11;  50.5;  0.5;   34;  -14; 2
170.0479;-19.5778;HD 98553   ;11 20 11.5;-19 34 40; 34;  13;  27; -27; -36.6;  0.3;   69;  -69; 2
169.8183;-64.5822;HD 98560   ;11 19 16.4;-64 34 56; 37; -45; -28; -11;   8.8;  0.6; -300;   45; 2
170.0996; -1.7969;HD 98563   ;11 20 23.9;-01 47 49; 96; -35; -11;   1;  10.4;  0.4;  -75;   20; 1
170.2363;+51.7611;HD 98572   ;11 20 56.7;+51 45 40; 68; -42; -48;  -1;   6.5;  1.5; -166; -105; 1
170.0942;-20.6753;HD 98578   ;11 20 22.6;-20 40 31; 39; -22;   2; -16; -13.1;  0.4; -127;    3; 2
